ankle_horiz_fwd,ankle_vert,ankle_horiz_lateral,leg_horiz_fwd,leg_vert,leg_horiz_lateral,trunk_horiz_fwd,trunk_vert,trunk_horiz_lateral,Label
-414,921,287,-945,111,131,77,1019,-19,0
-414,921,287,-945,101,151,87,990,-29,0
-434,911,306,-945,101,151,87,1000,-9,0
-434,911,306,-954,111,121,97,1019,-19,0
-434,911,306,-954,101,131,97,1019,-9,0
-414,911,306,-954,101,131,97,1019,19,0
-414,911,306,-963,129,151,97,1009,-19,0
-424,901,287,-954,111,141,106,1009,9,0
-424,901,287,-945,138,121,87,1009,0,0
-424,901,287,-972,74,151,106,1009,-9,0
-424,911,306,-954,120,131,106,1009,9,0
-424,911,306,-945,111,141,97,1028,-19,0
-424,911,306,-945,83,151,97,1000,-19,0
-424,921,287,-954,101,151,116,1009,9,0
-424,921,287,-954,101,151,87,1019,0,0
-424,921,287,-945,120,151,97,1009,0,0
-404,911,287,-954,92,151,97,1009,0,0
-404,911,287,-972,129,141,87,1028,9,0
-414,921,297,-963,111,141,116,1009,0,0
-414,921,297,-963,111,141,106,1000,0,0
-414,911,287,-954,120,161,106,1019,9,0
-414,911,287,-954,111,141,116,1028,-29,0
-404,921,297,-954,101,151,116,1028,-29,0
-404,921,297,-972,101,141,126,990,29,0
-414,921,287,-972,101,141,106,1019,19,0
-414,921,287,-945,101,141,116,1028,9,0
-404,911,287,-954,120,131,116,1000,0,0
-404,911,287,-954,111,131,97,1019,19,0
-414,911,287,-972,120,131,126,1019,-19,0
-414,911,287,-972,120,131,126,1009,19,0
-393,921,297,-954,129,101,126,1019,9,0
-393,921,297,-954,120,121,116,1019,9,0
-393,921,297,-945,92,151,126,1019,0,0
-424,941,287,-945,92,151,126,1009,19,0
-424,941,287,-945,92,121,126,1028,9,0
-404,921,297,-963,101,111,135,1019,38,0
-404,921,297,-954,92,141,155,990,19,0
-404,901,297,-954,92,141,126,1019,0,0
-404,901,297,-963,111,131,126,980,19,0
-404,901,297,-954,120,121,116,1009,19,0
-424,921,297,-945,92,131,126,1028,19,0
-424,921,297,-954,92,141,126,1000,29,0
-414,911,287,-963,120,131,116,1009,29,0
-414,911,287,-945,92,141,135,1019,19,0
-414,911,287,-945,92,141,135,990,29,0
-414,911,287,-963,101,131,116,1019,29,0
-414,911,287,-954,111,111,135,1009,29,0
-414,911,287,-963,111,161,126,1000,29,0
-414,921,287,-954,92,151,126,1009,58,0
-414,921,287,-954,111,111,135,1019,9,0
-424,901,316,-954,92,141,145,990,48,0
-424,901,316,-954,120,111,126,1019,38,0
-424,901,316,-954,101,141,135,1009,19,0
-414,892,297,-954,111,141,126,990,38,0
-414,911,277,-954,101,161,135,1009,29,0
-414,911,277,-954,111,161,116,1019,9,0
-414,911,297,-963,92,141,135,1000,29,0
-414,911,297,-963,111,161,116,1019,29,0
-414,921,306,-945,111,121,126,1019,19,0
-414,921,306,-972,111,141,126,1019,48,0
-404,892,287,-954,111,131,126,1000,29,0
-404,892,287,-954,111,151,135,1009,0,0
-404,892,287,-954,120,141,116,1019,0,0
-424,921,287,-954,101,151,116,1009,38,0
-424,921,287,-954,111,121,106,1019,9,0
-414,911,287,-963,101,141,145,1009,19,0
-414,911,287,-954,111,161,145,1009,19,0
-404,892,297,-963,111,131,126,1019,29,0
-404,892,297,-954,120,121,126,1019,9,0
-414,911,306,-954,101,151,135,1000,19,0
-414,911,306,-963,101,131,126,990,38,0
-414,911,316,-954,101,141,145,1000,9,0
-414,911,316,-954,101,151,135,1009,19,0
-414,911,316,-954,92,141,126,1019,29,0
-424,921,267,-954,101,121,145,1028,29,0
-424,921,267,-963,111,131,155,1000,29,0
-414,911,287,-963,101,121,145,1009,38,0
-414,911,287,-963,111,131,135,1009,38,0
-414,911,287,-945,92,151,135,1009,19,0
-404,901,267,-954,111,141,135,1009,38,0
-404,901,267,-945,111,151,135,1028,9,0
7938,27650,-28674,-954,92,141,155,990,29,0
7938,27650,-28674,-972,101,131,126,1009,38,0
7938,27650,-28674,-954,111,121,135,1019,0,0
-414,901,306,-954,101,141,135,990,29,0
-414,901,306,-972,101,141,135,1000,38,0
-414,901,306,-972,101,141,145,1009,29,0
-414,911,287,-954,111,161,135,1000,38,0
-414,911,287,-954,111,121,135,1019,19,0
-424,911,287,-945,101,151,135,1009,38,0
-424,911,287,-954,111,121,145,1009,29,0
-424,911,287,-954,101,151,155,990,38,0
-414,901,287,-954,101,141,155,1009,29,0
-414,901,287,-954,111,151,135,1000,29,0
-414,901,287,-963,101,131,145,1000,38,0
-414,911,297,-954,92,151,135,1009,38,0
-414,911,297,-954,101,141,126,1009,29,0
-414,911,297,-954,92,151,135,1000,38,0
-414,911,287,-954,111,141,155,1009,38,0
-414,911,287,-954,111,121,145,1009,19,0
-424,911,287,-954,101,141,135,1009,58,0
-424,911,287,-954,111,141,145,990,29,0
-424,911,287,-963,101,141,135,1009,29,0
-404,921,287,-963,92,131,126,1019,29,0
-404,921,287,-954,111,141,145,1000,48,0
-404,901,297,-954,101,141,135,1009,48,0
-404,901,297,-954,101,151,126,1000,29,0
-424,911,306,-963,101,151,145,1000,48,0
-424,911,306,-954,92,141,135,1009,38,0
-414,901,297,-963,111,151,145,1009,29,0
-414,901,297,-963,111,151,155,990,58,0
-414,921,297,-945,111,151,165,980,38,0
-414,921,297,-954,101,151,145,1019,19,0
-414,921,297,-954,111,151,145,1000,19,0
-393,931,287,-954,101,131,135,1000,38,0
-393,931,287,-954,120,141,165,990,29,0
-404,901,297,-945,111,151,145,990,48,0
-404,901,297,-954,111,131,145,1009,38,0
-414,921,297,-963,92,141,155,1019,38,0
-414,921,297,-954,101,151,155,1000,38,0
-414,921,297,-963,111,121,135,1009,38,0
-414,911,287,-945,92,121,145,1000,19,0
-414,911,287,-963,101,141,145,1009,38,0
-414,911,287,-945,101,161,155,1009,29,0
-414,901,287,-963,111,151,155,1019,29,0
-404,911,277,-954,101,141,145,990,29,0
-404,911,277,-963,111,131,126,1000,38,0
-424,911,287,-954,92,141,145,1009,29,0
-404,911,306,-954,120,141,145,1000,58,0
-404,921,277,-954,111,121,145,1009,38,0
-404,921,277,-954,101,141,155,1000,58,0
-424,901,297,-963,101,141,155,990,38,0
-414,911,297,-954,101,131,155,990,38,0
-414,911,297,-963,111,141,145,1019,38,0
-424,882,297,-945,92,151,145,1009,58,0
-414,911,297,-954,111,161,155,990,48,0
-414,911,297,-954,101,151,135,1000,48,0
-424,911,287,-945,101,141,135,1009,29,0
-404,901,287,-963,120,141,155,1000,38,0
-424,911,277,-945,101,161,145,1009,48,0
-404,911,297,-963,111,151,145,1009,38,0
23553,7426,27650,-954,101,131,155,1000,58,0
-404,911,297,-963,101,151,155,1000,38,0
-414,921,306,-963,101,151,155,1009,38,0
-393,911,287,-954,111,151,165,1000,48,0
-414,911,287,-972,111,141,135,1009,58,0
-414,931,297,-954,101,141,145,1019,38,0
-404,911,287,-972,101,141,155,1009,38,0
-424,921,287,-954,111,131,155,1009,67,0
-414,911,287,-954,101,131,155,1000,38,0
-404,901,297,-954,120,141,145,1000,67,0
-424,892,306,-945,111,151,135,1019,58,0
-404,901,297,-954,92,171,135,1019,58,0
-424,911,287,-954,101,121,155,990,48,0
-424,921,287,-954,111,141,145,1000,58,0
-424,931,297,-945,101,161,165,1009,48,0
-414,901,277,-945,101,151,145,1000,58,0
-414,901,277,-945,111,141,165,1000,67,0
-424,921,257,-954,92,141,145,1019,67,0
-434,911,277,-954,111,151,145,990,38,0
-404,911,287,-963,111,131,135,1009,48,0
-414,901,297,-954,101,131,145,1019,29,0
-424,911,267,-954,92,141,155,1009,29,0
-414,901,287,-954,111,141,135,1000,67,0
-424,911,287,-945,111,131,145,1000,29,0
-434,911,287,-954,101,131,155,990,48,0
-414,911,277,-954,101,171,145,1009,67,0
-414,921,306,-954,120,141,155,1000,48,0
-424,921,277,-963,101,161,145,1000,58,0
-434,911,287,-963,101,151,165,990,48,0
-404,911,306,-954,120,111,145,1000,58,0
-404,931,267,-963,92,131,155,1000,48,0
-414,911,297,-972,101,141,145,1000,77,0
-414,892,277,-954,101,141,155,1009,38,0
-414,901,297,-954,101,131,145,1000,38,0
-424,921,277,-963,111,151,145,990,67,0
-424,911,297,-954,111,151,145,1000,58,0
-424,921,277,-963,120,121,145,1019,48,0
-424,901,257,-945,111,131,165,990,77,0
-424,911,267,-954,101,141,155,1019,19,0
-424,911,287,-954,111,131,145,1000,48,0
-414,901,257,-954,92,131,165,1000,67,0
-414,911,297,-972,111,131,165,1009,38,0
-424,911,287,-972,111,131,145,1000,48,0
-414,911,297,-963,101,151,135,1009,38,0
-424,901,287,-936,101,151,155,1000,38,0
-414,911,297,-963,111,131,155,1000,48,0
-434,911,297,-945,111,141,155,1000,48,0
-414,911,287,-963,101,141,165,1009,58,0
-434,911,297,-945,92,151,165,1009,58,0
-434,901,297,-954,111,151,165,980,58,0
-424,892,297,-963,101,151,145,1019,38,0
-414,892,277,-963,101,151,155,990,29,0
-414,901,277,-963,101,151,135,1000,19,0
-424,911,277,-954,111,131,135,1000,19,0
-414,901,306,-954,101,141,155,1000,67,0
-414,911,277,-972,111,121,155,1009,48,0
-404,901,306,-963,111,131,155,1009,38,0
-414,921,267,-954,111,141,165,1000,67,0
-414,921,257,-954,120,131,135,1019,38,0
-434,901,297,-945,101,151,155,1009,19,0
-424,901,287,-954,111,151,165,1000,58,0
-424,901,287,-963,101,151,145,1000,58,0
-424,921,277,-963,111,151,165,1019,48,0
-444,911,287,-963,111,161,165,990,58,0
-424,911,297,-954,111,151,145,990,67,0
-414,921,267,-972,111,151,155,1009,19,0
-414,911,297,-954,101,131,165,990,48,0
-424,921,267,-954,101,141,155,990,58,0
-414,901,297,-963,111,141,155,1009,38,0
-414,901,287,-954,101,171,155,1000,48,0
-414,892,287,-963,120,161,155,1000,48,0
-404,892,277,-963,101,131,155,1000,48,0
-424,921,297,-945,111,131,155,990,48,0
-424,911,287,-945,111,131,155,1000,58,0
-424,911,287,-954,120,141,165,1009,29,0
-424,911,287,-945,92,141,155,1000,67,0
-424,911,287,-954,111,131,165,1000,48,0
-424,911,287,-954,111,131,165,1000,58,0
-424,911,287,-954,101,141,145,990,48,0
-424,911,287,-963,129,131,165,1009,67,0
-424,911,287,-954,111,151,165,1019,48,0
-424,911,287,-954,111,151,184,980,58,0
-424,911,287,-954,111,131,165,1000,58,0
-424,911,287,-963,101,141,165,1009,38,0
-424,911,287,-963,111,151,165,990,67,0
-424,911,287,-936,92,151,174,1000,67,0
-424,911,287,-972,101,131,155,1019,77,0
-424,911,287,-972,101,131,165,1000,48,0
-414,901,297,-954,101,151,165,1000,48,0
-414,901,297,-954,101,151,165,1000,38,0
-424,911,297,-954,101,151,145,1009,48,0
-424,901,277,-963,111,151,145,1009,58,0
-414,901,287,-963,111,151,145,1000,67,0
-404,901,297,-954,101,151,155,1009,58,0
-414,901,297,-954,111,151,165,1009,38,0
-434,901,297,-945,120,121,145,1000,58,0
-424,911,277,-945,101,161,155,1000,58,0
-414,911,297,-963,111,151,155,1009,38,0
-414,921,297,-954,101,141,135,1009,29,0
-424,911,297,-963,111,141,145,1009,48,0
-404,901,287,-963,111,151,155,1000,48,0
-424,921,277,-963,111,161,155,1000,58,0
-424,911,287,-963,120,151,165,1000,48,0
-424,921,277,-963,111,161,155,1000,67,0
-424,901,297,-954,101,121,135,1000,67,0
-404,892,287,-954,92,131,155,1019,48,0
-404,911,267,-963,111,141,165,1000,58,0
-404,911,267,-963,111,151,155,990,58,0
-414,911,277,-954,101,131,165,990,38,0
-424,921,267,-954,111,141,165,1009,77,0
-404,892,287,-954,111,141,155,1000,48,0
-414,901,287,-963,101,141,155,1000,48,0
-414,901,287,-963,111,141,165,1009,48,0
-414,901,287,-972,111,161,174,980,67,0
-414,901,287,-945,111,151,155,1000,48,0
-414,901,287,-954,92,151,135,1000,29,0
-414,901,287,-954,101,151,165,990,48,0
-414,901,287,-954,111,131,165,1009,77,0
-414,901,287,-954,101,141,174,1000,38,0
-414,901,287,-963,101,161,155,980,67,0
-414,901,287,-954,111,121,135,1000,67,0
-414,901,287,-954,101,141,155,1009,38,0
-414,901,287,-963,120,141,155,990,58,0
-414,901,287,-963,101,141,145,1000,58,0
-414,901,287,-954,101,131,165,1009,38,0
-424,921,277,-954,101,131,165,990,48,0
-424,921,287,-954,101,151,155,1009,58,0
-404,892,297,-954,111,151,155,1019,38,0
-434,911,277,-963,111,121,155,990,48,0
-424,921,277,-954,101,141,155,1000,58,0
-424,911,297,-963,111,151,165,1019,87,0
-424,901,277,-954,111,141,155,980,58,0
-414,892,287,-945,92,141,135,990,67,0
-424,901,297,-972,120,151,145,1009,29,0
-434,911,297,-954,101,141,165,990,58,0
-424,911,297,-954,111,141,155,1009,48,0
-424,911,277,-954,111,151,155,1019,29,0
-424,921,287,-972,111,151,174,1000,48,0
-424,911,287,-954,111,131,155,1009,67,0
-404,911,287,-945,92,151,165,1019,48,0
-414,921,277,-963,101,141,174,990,58,0
-424,911,287,-954,92,141,155,1009,58,0
-434,921,297,-945,111,121,165,1019,58,0
-424,901,287,-963,111,151,174,1028,38,0
-424,901,297,-945,111,141,155,1009,87,0
-414,911,257,-954,111,151,155,1000,38,0
-424,901,297,-954,111,141,174,980,67,0
-434,911,297,-963,111,151,174,980,58,0
-424,911,297,-954,111,131,165,1019,48,0
-424,921,277,-963,92,141,155,1000,58,0
-404,911,287,-954,92,151,155,1000,77,0
-424,911,277,-954,111,131,155,1009,48,0
-434,911,306,-945,92,151,155,1009,48,0
-414,911,277,-972,111,141,155,990,67,0
-414,911,277,-972,101,151,155,1000,38,0
-424,921,277,-963,101,141,155,1000,38,0
-424,921,287,-963,111,151,155,1000,67,0
-414,911,267,-945,101,151,155,1009,67,0
-434,901,287,-963,111,131,165,1019,38,0
-424,921,267,-954,101,151,165,1000,58,0
-414,911,306,-972,111,151,145,1009,67,0
-414,892,287,-963,111,141,165,1009,48,0
-424,911,297,-963,101,161,165,990,58,0
-414,911,257,-963,101,141,145,1009,67,0
-414,911,297,-963,111,171,145,1000,29,0
-424,921,287,-954,111,131,165,990,58,0
-414,921,277,-954,111,131,155,1000,58,0
-424,901,306,-963,101,141,155,1009,58,0
-434,911,277,-954,92,151,155,1009,48,0
-424,892,287,-972,111,161,174,990,87,0
-424,911,287,-954,101,151,155,1000,58,0
-414,911,277,-963,101,151,165,1000,48,0
-434,911,287,-963,120,141,165,990,58,0
-414,911,267,-954,120,121,165,1019,38,0
-424,901,306,-963,111,151,155,1000,48,0
-434,921,297,-963,101,121,155,1009,48,0
-424,921,277,-954,111,121,145,1009,29,0
-424,901,297,-972,120,141,155,1019,48,0
-424,911,277,-954,111,151,145,1000,48,0
-414,921,267,-963,111,121,165,1009,48,0
-434,911,287,-954,101,141,155,1009,67,0
-414,921,267,-945,101,141,174,990,67,0
-434,911,297,-963,111,141,165,1000,77,0
-434,911,297,-954,92,151,165,1000,48,0
-414,901,287,-954,74,151,155,1000,38,0
-414,901,297,-954,101,141,155,1000,48,0
-414,911,277,-954,101,141,155,1009,48,0
-424,901,297,-945,92,151,165,990,58,0
-424,921,297,-954,111,141,155,1009,29,0
-414,911,306,-963,120,131,155,1009,67,0
-414,901,277,-954,101,141,155,1000,38,0
-424,911,287,-945,92,151,155,1009,48,0
-414,911,306,-945,111,111,165,990,67,0
-414,921,287,-954,101,121,155,1000,38,0
-424,921,287,-963,101,151,174,990,58,0
-414,921,277,-954,120,121,165,990,67,0
-414,921,267,-963,92,161,165,990,48,0
-424,921,297,-963,120,141,174,990,77,0
-424,911,277,-963,101,151,155,1000,58,0
-424,911,287,-963,101,151,165,1009,48,0
-414,901,287,-963,120,141,155,1000,48,0
-424,921,297,-945,92,151,135,1019,48,0
-424,892,297,-954,111,141,155,1000,38,0
-414,901,257,-945,101,141,155,990,38,0
-414,921,297,-963,111,151,155,1000,58,0
-434,911,287,-972,129,151,155,1000,58,0
-424,921,297,-954,111,121,165,990,58,0
-424,911,277,-963,111,141,174,971,58,0
-444,911,267,-954,111,151,165,1009,29,0
-424,911,297,-963,101,141,165,980,48,0
-424,911,287,-963,101,141,165,980,48,0
-414,911,277,-954,92,141,155,1009,38,0
-414,921,297,-963,111,161,165,990,48,0
-414,892,287,-963,101,161,155,1009,48,0
-404,892,306,-963,111,151,155,1009,48,0
-424,921,277,-954,111,171,165,1009,29,0
-434,901,297,-954,111,131,165,1000,67,0
-434,911,297,-972,101,151,165,1019,29,0
-414,892,277,-963,101,131,165,1019,29,0
-414,892,277,-954,111,141,165,990,38,0
-434,911,297,-963,111,131,174,990,67,0
-404,911,267,-954,111,151,165,1009,58,0
-414,911,287,-945,101,131,165,1000,67,0
-424,921,287,-772,-194,686,165,1019,38,0
-404,911,277,-854,-9,393,165,1019,38,0
-404,911,277,-936,138,20,165,1019,48,0
-414,901,297,-1009,129,161,155,1009,38,0
-414,921,277,-1009,138,161,165,1000,38,0
-414,921,277,-990,129,131,174,990,67,0
-424,911,277,-918,92,151,174,990,48,0
-404,921,297,-936,101,101,155,1019,58,0
-404,921,297,-927,101,111,174,980,77,0
-404,921,297,-954,111,111,155,1009,58,0
-404,921,297,-954,101,131,155,1009,58,0
-404,921,297,-954,101,151,165,1000,87,0
-424,911,287,-954,101,151,155,1009,67,0
-434,901,267,-954,111,151,145,1019,67,0
-424,911,287,-954,101,161,145,1019,67,0
-424,911,287,-954,101,161,155,1009,48,0
-414,921,287,-945,101,151,165,1019,38,0
-414,911,277,-945,92,161,155,1000,58,0
-414,901,287,-963,83,171,135,1028,58,0
-414,901,297,-963,101,191,155,1009,29,0
-414,911,306,-972,92,181,155,971,38,0
-404,921,287,-963,92,181,145,1000,48,0
-414,911,277,-963,92,191,145,1019,38,0
-393,911,277,-945,111,141,165,1009,29,0
-434,921,297,-945,101,161,155,1009,58,0
-424,911,297,-954,101,161,165,1000,29,0
-434,921,287,-963,120,151,174,990,48,0
-414,911,287,-945,111,161,174,1000,48,0
-424,911,297,-963,111,161,174,1000,67,0
-414,911,267,-963,111,151,174,990,48,0
-434,892,306,-954,101,151,155,1009,58,0
-424,911,297,-954,101,161,155,1009,48,0
-424,901,287,-945,92,171,165,1009,48,0
-424,921,297,-954,120,171,165,1019,48,0
-424,911,277,-945,92,171,165,1009,29,0
-424,921,267,-963,101,161,165,990,48,0
-424,911,287,-963,101,141,165,990,48,0
-414,911,297,-945,92,171,155,1000,38,0
-434,892,306,-945,74,171,174,980,58,0
-434,892,306,-963,101,181,165,990,58,0
-444,901,287,-954,101,161,155,1009,38,0
-414,892,287,-954,101,161,155,1009,38,0
-424,901,287,-963,101,191,194,1000,38,0
-414,921,287,-954,111,151,174,1019,38,0
-414,931,277,-954,92,171,165,990,58,0
-393,911,287,-963,92,181,184,990,48,0
-393,892,267,-963,101,161,165,1009,29,0
-414,921,277,-954,111,131,165,980,67,0
-414,911,306,-954,92,161,165,1000,67,0
-424,901,297,-954,101,151,155,1019,38,0
-434,901,297,-954,111,161,155,1000,58,0
-424,921,277,-954,92,151,155,1009,58,0
-424,911,287,-963,111,161,174,1009,38,0
-414,911,287,-954,111,141,165,980,58,0
-434,921,316,-954,101,161,165,990,67,0
-414,892,297,-963,101,171,174,1009,48,0
-424,901,326,-972,101,151,165,990,67,0
-424,911,306,-981,92,212,165,990,58,0
-404,921,277,-972,111,181,165,1000,77,0
-424,911,277,-972,111,181,165,1000,77,0
-404,911,297,-954,101,161,155,1009,67,0
-414,892,277,-945,101,141,155,1009,58,0
-404,901,287,-945,120,141,155,1009,58,0
-444,911,277,-936,111,141,145,990,67,0
-424,911,306,-927,92,151,145,1000,58,0
-414,921,297,-945,92,141,174,1000,48,0
-434,931,277,-963,83,141,165,1009,58,0
-404,901,287,-954,101,151,174,1000,67,0
-424,911,277,-990,101,171,184,1009,38,0
-424,892,287,-990,101,181,165,1009,67,0
-404,892,306,-981,83,202,174,1019,87,0
-424,911,257,-981,83,191,174,1009,67,0
-414,911,297,-954,83,181,155,1000,48,0
-424,901,277,-954,83,181,174,1000,67,0
-434,911,267,-936,101,181,174,1009,67,0
-404,882,267,-909,83,161,145,1009,67,0
-414,911,297,-927,74,161,165,1009,77,0
-424,911,297,-954,83,161,174,990,77,0
-434,931,267,-954,83,161,165,1000,77,0
-434,911,297,-972,74,171,145,1000,48,0
-454,921,267,-963,92,161,155,980,58,0
-434,941,277,-954,92,121,155,1009,58,0
-414,921,287,-945,111,141,155,1009,87,0
-414,921,287,-918,101,151,165,1000,48,0
-414,901,287,-918,101,121,165,1000,58,0
-393,882,287,-918,74,151,155,1019,58,0
-404,882,277,-909,92,141,165,990,77,0
-424,921,277,-945,83,171,145,1000,77,0
-424,921,277,-963,74,171,165,1019,48,0
-424,950,277,-981,92,181,165,1000,38,0
-434,960,267,-1000,83,202,145,1019,48,0
-414,941,277,-1000,83,181,155,1000,48,0
-404,882,297,-990,74,181,165,980,67,0
-414,872,306,-963,101,191,155,1009,58,0
-414,901,316,-954,101,161,174,990,48,0
-363,921,287,-936,92,161,174,1000,58,0
-383,950,257,-945,111,151,145,1009,67,0
-393,911,277,-936,111,141,135,1000,38,0
-414,921,257,-927,92,141,174,980,38,0
-414,911,247,-954,101,151,145,1009,48,0
-404,872,247,-972,92,151,155,1009,38,0
-404,892,227,-972,83,161,184,971,67,0
-414,872,227,-990,101,171,155,1000,67,0
-474,892,316,-981,111,161,165,1000,48,0
-424,950,326,-981,101,171,174,990,77,0
-424,941,227,-963,101,171,184,971,58,0
-424,931,267,-963,111,171,165,1019,38,0
-383,921,297,-945,101,151,165,990,38,0
-393,931,277,-945,92,161,145,1009,48,0
-383,911,247,-963,92,171,155,1000,48,0
-383,921,257,-945,83,171,155,1019,19,0
-393,911,297,-954,101,181,145,1000,48,0
-414,892,277,-963,74,181,155,1019,29,0
-424,901,287,-963,83,181,174,990,38,0
-424,931,287,-945,101,171,165,1000,67,0
-424,931,287,-945,92,161,165,1009,77,0
-434,950,257,-936,83,171,174,990,48,0
-424,950,277,-954,92,161,165,990,48,0
-424,941,267,-954,101,141,145,1019,58,0
-393,911,277,-963,111,161,174,1000,58,0
-414,911,277,-963,83,171,145,1009,58,0
-404,921,297,-963,92,171,155,1000,38,0
-424,921,277,-963,101,161,165,990,58,0
-424,911,267,-954,83,181,165,1009,58,0
-404,911,287,-954,111,181,165,1009,38,0
-414,911,277,-972,83,181,184,1009,77,0
-424,911,287,-963,92,191,165,1009,77,0
-404,921,297,-963,92,141,165,1019,38,0
-424,911,287,-954,74,161,155,990,58,0
-414,931,247,-945,83,161,165,990,67,0
-404,931,277,-954,74,131,155,1019,67,0
-414,931,277,-936,92,161,165,1000,77,0
-414,921,267,-936,92,161,165,1000,87,0
-424,931,257,-936,92,121,174,1000,48,0
-414,921,287,-945,92,141,165,990,48,0
-414,931,287,-1390,351,-202,165,990,48,0
-414,941,287,-1418,148,262,165,980,67,0
-414,921,267,-827,-27,222,165,1009,48,0
-393,901,277,-863,111,40,145,990,67,0
-383,892,277,-900,74,161,165,990,67,0
-393,921,267,-881,129,121,165,1009,48,0
-393,892,287,-936,83,141,174,1009,58,0
-343,931,247,-1045,92,202,155,1019,67,0
-333,911,277,-1100,92,191,155,1000,48,0
-393,931,227,-827,55,313,155,980,67,0
-424,911,267,-1245,55,242,165,1000,67,0
-434,892,247,-954,74,191,155,1000,87,0
-484,892,257,-954,101,191,165,980,67,0
-525,901,297,-936,92,121,174,990,58,0
-424,931,297,-963,111,101,174,1019,48,0
-424,941,277,-972,120,161,165,1009,77,0
-444,931,277,-963,111,161,155,1009,58,0
-393,941,257,-954,92,151,155,1009,67,0
-363,950,237,-945,83,171,155,990,67,0
-363,921,257,-990,46,181,155,1009,97,0
-393,941,267,-963,64,171,155,1009,38,0
-383,941,277,-954,120,121,155,1028,48,0
-414,950,257,-972,92,151,155,1009,58,0
-404,941,287,-963,111,141,155,1000,58,0
-404,901,267,-954,138,90,155,1009,67,0
-404,901,267,-1009,157,111,145,1009,67,0
-383,911,257,-1018,101,131,165,1000,48,0
-353,931,217,-972,92,141,145,1000,58,0
-353,950,217,-972,83,151,155,1009,48,0
-363,931,257,-945,92,131,155,1009,58,0
-373,950,277,-936,111,111,165,980,67,0
-363,941,257,-936,92,121,145,1009,48,0
-383,960,267,-927,120,121,145,1000,38,0
-373,970,247,-890,111,90,165,1009,48,0
-383,950,257,-863,92,121,155,1028,77,0
-383,931,257,-863,101,121,174,1009,38,0
-383,921,267,-872,120,151,174,990,77,0
-383,882,267,-927,101,161,184,980,87,0
-383,862,257,-981,111,151,165,1009,77,0
-404,852,227,-954,83,181,145,1009,48,0
-464,1000,148,-954,92,171,155,1009,48,0
-424,921,316,-972,83,202,155,971,38,0
-404,941,316,-963,92,181,155,1000,38,0
-444,941,287,-963,120,131,155,1019,58,0
-424,911,267,-945,111,131,145,1000,9,0
-383,921,287,-945,129,111,126,1009,29,0
-383,931,277,-936,148,121,165,990,29,0
-383,950,247,-936,148,101,155,1000,58,0
-333,941,257,-945,148,111,135,1009,38,0
-343,941,247,-936,129,131,145,1009,19,0
-343,911,277,-972,148,131,155,980,29,0
-373,921,257,-990,129,171,135,1009,19,0
-383,941,267,-1009,138,161,155,1019,9,0
-383,941,277,-981,129,151,165,990,38,0
-393,980,267,-963,120,141,155,1019,19,0
-393,980,267,-945,111,141,155,1000,19,0
-404,980,257,-927,111,121,165,1000,38,0
-404,1000,267,-927,111,121,155,1009,67,0
-383,960,267,-936,120,121,145,1019,38,0
-383,941,277,-936,111,131,184,990,38,0
-383,901,297,-963,138,90,145,1009,48,0
-373,882,277,-972,111,111,155,1019,38,0
-373,882,277,-990,129,131,174,990,38,0
-373,911,287,-990,129,131,165,1019,38,0
-393,901,297,-972,138,111,165,1009,19,0
-373,911,287,-945,120,121,165,1000,19,0
-414,950,267,-963,129,151,155,990,48,0
-393,960,267,-945,138,141,174,1000,29,0
-353,960,247,-954,120,151,174,990,58,0
-383,941,277,-963,111,161,165,1000,58,0
-393,931,267,-972,120,161,165,1009,29,0
-383,911,287,-954,111,121,165,1000,38,0
-383,911,297,-963,111,131,184,980,38,0
-393,931,287,-972,120,141,174,1009,19,0
-393,921,287,-963,129,121,184,980,48,0
-373,911,277,-945,148,111,165,1000,58,0
-393,931,287,-954,129,141,174,1000,38,0
-393,921,297,-936,120,131,165,1000,48,0
-383,941,257,-954,120,111,174,1009,48,0
-373,921,267,-954,129,131,165,1009,29,0
-373,911,287,-963,120,111,174,1000,48,0
-373,931,277,-954,101,131,174,980,48,0
-383,921,267,-954,101,111,174,1009,19,0
-383,921,277,-954,111,141,174,990,58,0
-373,931,257,-963,120,131,174,1009,48,0
-393,931,287,-954,101,131,174,1009,29,0
-393,941,257,-963,111,151,174,1019,29,0
-393,921,287,-954,120,151,165,1009,48,0
-373,931,277,-963,120,151,155,1009,29,0
-393,931,287,-963,129,111,155,1009,29,0
-393,931,287,-963,120,141,155,1000,19,0
-393,931,287,-954,111,121,165,1000,58,0
-383,931,297,-954,101,141,174,1009,38,0
-404,931,297,-954,111,131,165,1000,67,0
-383,921,277,-954,120,151,174,990,38,0
-383,921,267,-963,120,141,165,1000,38,0
-383,941,277,-954,111,131,174,990,38,0
-383,921,277,-963,120,131,165,1009,29,0
-383,941,297,-963,120,141,165,1009,29,0
-383,931,277,-945,101,131,155,1009,48,0
-383,921,277,-963,120,131,184,1000,77,0
-383,931,277,-954,129,111,165,1000,38,0
-363,931,267,-954,111,121,165,1000,38,0
-383,931,287,-954,129,101,165,1009,38,0
-383,950,277,-954,111,121,165,1009,48,0
-383,931,277,-963,138,101,155,1009,38,0
-393,931,267,-972,111,131,174,990,48,0
-383,921,287,-945,111,111,165,1000,58,0
-393,931,287,-954,101,131,165,1000,58,0
