MotorData.ActCurrent,MotorData.ActPosition,MotorData.ActSpeed,MotorData.IsAcceleration,MotorData.IsForce,MotorData.Motor_Pos1reached,MotorData.Motor_Pos2reached,MotorData.Motor_Pos3reached,MotorData.Motor_Pos4reached,NVL_Recv_Ind.GL_Metall,NVL_Recv_Ind.GL_NonMetall,NVL_Recv_Storage.GL_I_ProcessStarted,NVL_Recv_Storage.GL_I_Slider_IN,NVL_Recv_Storage.GL_I_Slider_OUT,NVL_Recv_Storage.GL_LightBarrier,NVL_Send_Storage.ActivateStorage,PLC_PRG.Gripper,PLC_PRG.MaterialIsMetal,Label
20,260014,0,0,8,0,0,1,0,0,1,1,0,1,1,0,0,0,0
20,260014,0,0,8,0,0,1,0,0,1,1,0,1,1,0,0,0,0
12,260014,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0
23,260014,0,0,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0
8,260014,0,0,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0
8,260014,0,0,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0
8,260014,0,0,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0
32,260014,0,0,5,0,0,1,0,0,1,1,0,1,1,0,0,0,0
22,260014,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0
13,260014,0,0,2,0,0,1,0,0,1,1,0,1,1,0,0,0,0
18,260014,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0
12,260014,0,0,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0
12,260014,0,0,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0
17,260014,0,0,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0
24,260014,0,0,5,0,0,1,0,0,1,1,0,1,1,0,0,0,0
21,260014,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0
21,260014,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0
28,260014,0,0,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0
30,260014,0,0,6,0,0,1,0,0,1,1,0,1,1,0,0,0,0
28,260014,0,0,2,0,0,1,0,0,1,1,0,1,1,0,0,0,0
28,260014,0,0,2,0,0,1,0,0,1,1,0,1,1,0,0,0,0
28,260014,0,0,2,0,0,1,0,0,1,1,0,1,1,0,0,0,0
17,260014,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0
30,260014,0,0,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0
17,260014,0,0,4,0,0,1,0,0,1,1,0,1,1,0,0,0,0
14,260014,0,0,6,0,0,1,0,0,1,1,0,1,1,0,0,0,0
14,260014,0,0,6,0,0,1,0,0,1,1,0,1,1,0,0,0,0
15,260014,0,0,2,0,0,1,0,0,1,1,0,1,1,0,0,0,0
19,260014,0,0,6,0,0,1,0,0,1,1,0,1,1,0,0,0,0
13,260014,0,0,2,0,0,1,0,0,1,1,0,1,1,0,0,0,0
15,260014,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
15,260014,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
28,260014,0,0,7,0,0,1,0,0,1,0,0,1,1,0,0,0,0
24,260014,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
26,260014,0,0,3,0,0,1,0,0,1,0,0,1,1,0,0,0,0
26,260014,0,0,3,0,0,1,0,0,1,0,0,1,1,0,0,0,0
26,260014,0,0,3,0,0,1,0,0,1,0,0,1,1,0,0,0,0
19,260014,0,0,5,0,0,1,0,0,1,0,0,1,1,0,0,0,0
30,260014,0,0,3,0,0,1,0,0,1,0,0,1,1,0,0,0,0
14,260014,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
14,260014,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0
14,260014,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0
-306,259927,0,0,3,0,0,1,0,0,1,0,1,0,1,0,0,0,0
-473,254736,-90248,0,17,0,0,0,0,0,1,0,1,0,1,0,0,0,0
173,251314,-79489,1015,-30,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-165,244412,-75893,0,-119,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-165,244412,-75893,0,-119,0,0,0,0,0,1,0,1,0,1,0,0,0,0
255,241309,-85028,0,-141,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-307,235132,-85521,-1015,-75,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-785,232174,-68556,0,-127,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-656,224982,-85492,1015,-57,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-656,224982,-85492,1015,-57,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-656,224982,-85492,1015,-57,0,0,0,0,0,1,0,1,0,1,0,0,0,0
124,221531,-80417,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-474,215702,-75255,0,28,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-64,209061,-65685,0,-109,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-408,205784,-82128,0,38,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-408,205784,-82128,0,38,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-678,199868,-78503,0,-90,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-437,196011,-83433,1015,22,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-315,189544,-70760,-1015,-196,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-315,189544,-70760,-1015,-196,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-252,183628,-84564,-1015,-129,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-252,183628,-84564,-1015,-129,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-427,179771,-68904,0,-28,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-355,173217,-97556,0,-49,0,0,0,0,0,1,0,1,0,1,0,0,0,0
55,170027,-80417,-1015,-122,0,0,0,0,0,1,0,1,0,1,0,0,0,0
55,170027,-80417,-1015,-122,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-681,163299,-88624,0,-64,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-13,160341,-98020,0,-54,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-283,153613,-77633,-1015,-88,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-283,153613,-77633,-1015,-88,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-170,150336,-66613,0,-196,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-99,143840,-85956,-1015,-22,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-270,137460,-66758,-1015,-130,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-266,134560,-75893,0,-54,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-266,134560,-75893,0,-54,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-133,127687,-102776,0,-164,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-133,127687,-102776,0,-164,0,0,0,0,0,1,0,1,0,1,0,0,0,0
149,121771,-79373,-1015,-189,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-805,118813,-89697,0,-63,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-129,111940,-73660,0,-58,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-129,111940,-73660,0,-58,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-756,108315,-65888,0,-149,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-816,102341,-64235,0,-198,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-498,98803,-67280,1015,-180,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-337,91843,-67570,1015,-177,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-337,91843,-67570,1015,-177,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-1061,88653,-90509,1015,36,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-745,82244,-84680,0,-228,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-145,78648,-68730,-1015,-86,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-907,72471,-86391,0,-181,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-907,72471,-86391,0,-181,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-907,72471,-86391,0,-181,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-362,66323,-75284,0,-84,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-319,62640,-81635,2030,-187,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-693,56173,-86884,-1015,-210,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-693,56173,-86884,-1015,-210,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-870,52954,-54839,0,-46,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-235,46400,-89204,1015,-239,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-310,40397,-80330,-1015,-176,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-310,40397,-80330,-1015,-176,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-385,37265,-74704,0,-191,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-258,31030,-78648,-1015,-97,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-146,27347,-81432,-1015,-92,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-790,24070,-26274,2001,-63,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-723,22011,-1566,0,-34,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-723,22011,-1566,0,-34,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-161,22011,0,0,-32,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-161,22011,0,0,-32,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-155,22011,0,0,-35,1,0,0,0,0,1,0,1,0,1,0,1,0,0
-169,22011,0,0,-35,1,0,0,0,0,1,0,1,0,1,0,1,0,0
-154,22011,0,0,-35,1,0,0,0,0,1,0,1,0,1,0,1,0,0
-157,22011,0,0,-33,1,0,0,0,0,1,0,1,0,1,0,1,0,0
-157,22011,0,0,-33,1,0,0,0,0,1,0,1,0,1,0,1,0,0
-161,22011,0,0,-35,1,0,0,0,0,1,0,1,0,1,0,1,0,0
-162,22011,0,0,-34,1,0,0,0,0,1,0,1,0,1,0,1,0,0
-164,22011,0,0,-35,1,0,0,0,0,1,0,1,0,1,0,1,0,0
-167,22011,0,0,-34,1,0,0,0,0,1,0,1,0,1,0,1,0,0
-167,22011,0,0,-34,1,0,0,0,0,1,0,1,0,1,0,1,0,0
-167,22011,0,0,-34,1,0,0,0,0,1,0,1,0,1,0,1,0,0
-177,22011,0,0,-33,1,0,0,0,0,1,0,1,0,1,0,1,0,0
-151,22011,0,0,-32,1,0,0,0,0,1,0,1,0,1,0,1,0,0
-161,22011,0,0,-34,1,0,0,0,0,1,0,1,0,1,0,1,0,0
-157,22011,0,0,-33,1,0,0,0,0,1,0,1,0,1,0,1,0,0
-157,22011,0,0,-33,1,0,0,0,0,1,0,1,0,1,0,1,0,0
-162,22011,0,0,-32,1,0,0,0,0,1,0,1,0,1,0,1,0,0
-162,22011,0,0,-32,1,0,0,0,0,1,0,1,0,1,0,1,0,0
-154,22011,0,0,-36,1,0,0,0,0,1,0,1,0,1,0,1,0,0
-159,22011,0,0,-32,1,0,0,0,0,1,0,1,0,1,0,1,0,0
-157,22011,0,0,-33,1,0,0,0,0,1,0,1,0,1,0,1,0,0
-157,22011,0,0,-33,1,0,0,0,0,1,0,1,0,1,0,1,0,0
-169,22011,0,0,180,1,0,0,0,0,1,0,1,0,1,0,1,0,0
1110,23374,79083,0,214,0,0,0,0,0,1,0,1,0,1,0,1,0,0
24,30305,73515,0,208,0,0,0,0,0,1,0,1,0,1,0,1,0,0
24,30305,73515,0,208,0,0,0,0,0,1,0,1,0,1,0,1,0,0
24,30305,73515,0,208,0,0,0,0,0,1,0,1,0,1,0,1,0,0
885,36801,88334,0,238,0,0,0,0,0,1,0,1,0,1,0,1,0,0
729,39672,96802,0,164,0,0,0,0,0,1,0,1,0,1,0,1,0,0
723,46632,98658,1015,34,0,0,0,0,0,1,0,1,0,1,0,1,0,0
992,49764,94975,0,-12,0,0,0,0,0,1,0,1,0,1,0,1,0,0
992,49764,94975,0,-12,0,0,0,0,0,1,0,1,0,1,0,1,0,0
579,55854,100282,0,88,0,0,0,0,0,1,0,1,0,1,0,1,0,0
63,62727,66700,0,149,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-97,66149,90219,0,36,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-97,66149,90219,0,36,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-149,72094,87261,0,-31,0,0,0,0,0,1,0,1,0,1,0,1,0,0
54,75197,86362,0,22,0,0,0,0,0,1,0,1,0,1,0,1,0,0
1014,81751,70093,-1015,157,0,0,0,0,0,1,0,1,0,1,0,1,0,0
1014,81751,70093,-1015,157,0,0,0,0,0,1,0,1,0,1,0,1,0,0
1014,81751,70093,-1015,157,0,0,0,0,0,1,0,1,0,1,0,1,0,0
156,87928,81142,-1015,68,0,0,0,0,0,1,0,1,0,1,0,1,0,0
671,91060,54926,-1015,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-10,97933,71108,-2030,174,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-209,101848,95236,0,139,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-209,101848,95236,0,139,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-53,107677,89958,1015,186,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-19,114405,75458,0,88,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-127,117450,69020,-2030,148,0,0,0,0,0,1,0,1,0,1,0,1,0,0
455,123598,88972,0,-16,0,0,0,0,0,1,0,1,0,1,0,1,0,0
455,123598,88972,0,-16,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-80,127455,89233,0,162,0,0,0,0,0,1,0,1,0,1,0,1,0,0
216,133458,93931,0,125,0,0,0,0,0,1,0,1,0,1,0,1,0,0
516,139461,70760,0,180,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-145,143202,72761,0,83,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-145,143202,72761,0,83,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-145,143202,72761,0,83,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-189,149843,87290,0,-29,0,0,0,0,0,1,0,1,0,1,0,1,0,0
273,152888,75458,0,118,0,0,0,0,0,1,0,1,0,1,0,1,0,0
91,158978,89407,0,169,0,0,0,0,0,1,0,1,0,1,0,1,0,0
244,165300,76038,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0
244,165300,76038,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0
216,168403,69252,-1015,175,0,0,0,0,0,1,0,1,0,1,0,1,0,0
881,174725,81258,1015,97,0,0,0,0,0,1,0,1,0,1,0,1,0,0
573,178582,97933,-1015,79,0,0,0,0,0,1,0,1,0,1,0,1,0,0
121,184904,72848,1015,7,0,0,0,0,0,1,0,1,0,1,0,1,0,0
121,184904,72848,1015,7,0,0,0,0,0,1,0,1,0,1,0,1,0,0
709,187775,72355,0,58,0,0,0,0,0,1,0,1,0,1,0,1,0,0
709,187775,72355,0,58,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-45,195054,90712,0,136,0,0,0,0,0,1,0,1,0,1,0,1,0,0
90,198331,80098,0,-30,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-218,204508,88624,0,7,0,0,0,0,0,1,0,1,0,1,0,1,0,0
427,207466,72732,0,116,0,0,0,0,0,1,0,1,0,1,0,1,0,0
427,207466,72732,0,116,0,0,0,0,0,1,0,1,0,1,0,1,0,0
15,214658,85057,0,170,0,0,0,0,0,1,0,1,0,1,0,1,0,0
674,217877,81026,0,103,0,0,0,0,0,1,0,1,0,1,0,1,0,0
418,223793,70847,-1015,163,0,0,0,0,0,1,0,1,0,1,0,1,0,0
292,230347,89552,0,140,0,0,0,0,0,1,0,1,0,1,0,1,0,0
292,230347,89552,0,140,0,0,0,0,0,1,0,1,0,1,0,1,0,0
292,230347,89552,0,140,0,0,0,0,0,1,0,1,0,1,0,1,0,0
69,239801,92800,1015,100,0,0,0,0,0,1,0,1,0,1,0,1,0,0
69,239801,92800,1015,100,0,0,0,0,0,1,0,1,0,1,0,1,0,0
545,243455,81577,0,124,0,0,0,0,0,1,0,1,0,1,0,1,0,0
545,243455,81577,0,124,0,0,0,0,0,1,0,1,0,1,0,1,0,0
184,249632,88769,0,17,0,0,0,0,0,1,0,1,0,1,0,1,0,0
157,255867,91727,0,-41,0,0,0,0,0,1,0,1,0,1,0,1,0,0
638,259782,94772,-1015,-6,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-95,265785,85753,1015,192,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-95,265785,85753,1015,192,0,0,0,0,0,1,0,1,0,1,0,1,0,0
82,272020,77633,0,-37,0,0,0,0,0,1,0,1,0,1,0,1,0,0
661,275790,84013,0,45,0,0,0,0,0,1,0,1,0,1,0,1,0,0
275,282431,94424,0,97,0,0,0,0,0,1,0,1,0,1,0,1,0,0
373,285940,87522,0,-46,0,0,0,0,0,1,0,1,0,1,0,1,0,0
373,285940,87522,0,-46,0,0,0,0,0,1,0,1,0,1,0,1,0,0
373,285940,87522,0,-46,0,0,0,0,0,1,0,1,0,1,0,1,0,0
437,289072,83694,1015,110,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-91,296032,81664,0,41,0,0,0,0,0,1,0,1,0,1,0,1,0,0
581,302354,87870,-1015,-19,0,0,0,0,0,1,0,1,0,1,0,1,0,0
581,302354,87870,-1015,-19,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-87,305399,82940,0,48,0,0,0,0,0,1,0,1,0,1,0,1,0,0
664,311866,94047,0,45,0,0,0,0,0,1,0,1,0,1,0,1,0,0
292,317956,73805,0,34,0,0,0,0,0,1,0,1,0,1,0,1,0,0
556,321320,74008,1015,237,0,0,0,0,0,1,0,1,0,1,0,1,0,0
556,321320,74008,1015,237,0,0,0,0,0,1,0,1,0,1,0,1,0,0
339,327642,56956,-1015,-49,0,0,0,0,0,1,0,1,0,1,0,1,0,0
346,333732,74240,-1015,-66,0,0,0,0,0,1,0,1,0,1,0,1,0,0
697,336835,74559,0,53,0,0,0,0,0,1,0,1,0,1,0,1,0,0
697,336835,74559,0,53,0,0,0,0,0,1,0,1,0,1,0,1,0,0
687,343969,89204,0,-20,0,0,0,0,0,1,0,1,0,1,0,1,0,0
687,343969,89204,0,-20,0,0,0,0,0,1,0,1,0,1,0,1,0,0
829,347072,85260,0,138,0,0,0,0,0,1,0,1,0,1,0,1,0,0
262,353075,93380,0,162,0,0,0,0,0,1,0,1,0,1,0,1,0,0
101,356352,72529,0,109,0,0,0,0,0,1,0,1,0,1,0,1,0,0
101,356352,72529,0,109,0,0,0,0,0,1,0,1,0,1,0,1,0,0
838,362935,67860,0,149,0,0,0,0,0,1,0,1,0,1,0,1,0,0
912,368996,98397,-1015,229,0,0,0,0,0,1,0,1,0,1,0,1,0,0
821,372041,92684,1015,97,0,0,0,0,0,1,0,1,0,1,0,1,0,0
700,378856,87667,0,233,0,0,0,0,0,1,0,1,0,1,0,1,0,0
700,378856,87667,0,233,0,0,0,0,0,1,0,1,0,1,0,1,0,0
506,384772,77227,-1015,245,0,0,0,0,0,1,0,1,0,1,0,1,0,0
1034,387817,69136,-986,161,0,0,0,0,0,1,0,1,0,1,0,1,0,0
531,389992,0,0,260,0,0,0,0,0,1,0,1,0,1,0,1,0,0
348,389992,0,0,78,0,0,0,1,0,1,0,1,0,1,0,1,0,0
348,389992,0,0,78,0,0,0,1,0,1,0,1,0,1,0,1,0,0
348,389992,0,0,78,0,0,0,1,0,1,0,1,0,1,0,1,0,0
362,389992,0,0,77,0,0,0,1,0,1,0,1,0,1,0,1,0,0
360,389992,0,0,78,0,0,0,1,0,1,0,1,0,1,0,1,0,0
356,389992,0,0,78,0,0,0,1,0,1,0,1,0,1,0,1,0,0
347,389992,0,0,79,0,0,0,1,0,1,0,1,0,1,0,1,0,0
347,389992,0,0,79,0,0,0,1,0,1,0,1,0,1,0,1,0,0
374,389992,0,0,81,0,0,0,1,0,1,0,1,0,1,0,1,0,0
356,389992,0,0,81,0,0,0,1,0,1,0,1,0,1,0,1,0,0
345,389992,0,0,80,0,0,0,1,0,1,0,1,0,1,0,1,0,0
345,389992,0,0,80,0,0,0,1,0,1,0,1,0,1,0,1,0,0
352,389992,0,0,80,0,0,0,1,0,1,0,1,0,1,0,1,0,0
348,389992,0,0,77,0,0,0,1,0,1,0,1,0,1,0,1,0,0
356,389992,0,0,77,0,0,0,1,0,1,0,1,0,1,0,1,0,0
356,389992,0,0,77,0,0,0,1,0,1,0,1,0,1,0,1,0,0
356,389992,0,0,77,0,0,0,1,0,1,0,1,0,1,0,1,0,0
342,389992,0,0,79,0,0,0,1,0,1,0,1,0,1,0,1,0,0
342,389992,0,0,79,0,0,0,1,0,1,0,1,0,1,0,1,0,0
350,389992,0,0,78,0,0,0,1,0,1,0,1,0,1,0,1,0,0
360,389992,0,0,79,0,0,0,1,0,1,0,1,0,1,0,1,0,0
364,389992,0,0,77,0,0,0,1,0,1,0,1,0,1,0,1,0,0
364,389992,0,0,77,0,0,0,1,0,1,0,1,0,1,0,1,0,0
364,389992,0,0,76,0,0,0,1,0,1,0,1,0,1,0,1,0,0
215,389992,0,0,-138,0,0,0,1,0,1,0,1,0,1,0,1,0,0
-272,384888,-73573,0,-130,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-1002,381379,-69078,0,-161,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-1002,381379,-69078,0,-161,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-332,375289,-75893,1015,-80,0,0,0,0,0,1,0,1,0,1,0,1,0,0
86,372244,-91495,-1015,-154,0,0,0,0,0,1,0,1,0,1,0,1,0,0
86,372244,-91495,-1015,-154,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-750,365429,-81432,0,-77,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-339,359368,-71340,0,-150,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-339,359368,-71340,0,-150,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-368,356236,-100282,-1015,-36,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-519,349450,-63220,0,-175,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-792,346173,-80156,0,-95,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-792,346173,-80156,0,-95,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-1090,340228,-71833,-1015,-66,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-771,333529,-82795,-1015,-49,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-651,330397,-93148,1015,-210,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-585,323611,-62060,0,14,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-585,323611,-62060,0,14,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-585,323611,-62060,0,14,0,0,0,0,0,1,0,1,0,1,0,1,0,0
24,319841,-61567,0,17,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-199,313983,-79489,0,-96,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-942,307516,-99557,0,-224,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-942,307516,-99557,0,-224,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-219,303427,-66004,0,41,0,0,0,0,0,1,0,1,0,1,0,1,0,0
133,297366,-71920,1015,-88,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-496,294321,-62466,1015,-188,0,0,0,0,0,1,0,1,0,1,0,1,0,0
20,287593,-68063,-1015,-79,0,0,0,0,0,1,0,1,0,1,0,1,0,0
20,287593,-68063,-1015,-79,0,0,0,0,0,1,0,1,0,1,0,1,0,0
240,281677,-68527,0,-143,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-37,278545,-60987,0,-162,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-492,272716,-90509,0,-103,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-492,272716,-90509,0,-103,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-495,265669,-74095,-1015,-5,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-681,262160,-91988,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-681,262160,-91988,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-464,252068,-61132,0,-82,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-464,252068,-61132,0,-82,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-464,252068,-61132,0,-82,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-686,245746,-65047,-1015,-225,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-429,242556,-101819,0,-115,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-884,235973,-80852,0,-5,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-884,235973,-80852,0,-5,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-270,229912,-97614,0,69,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-798,226780,-85985,0,-28,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-688,220226,-67309,0,-83,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-289,216949,-87029,0,-159,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-289,216949,-87029,0,-159,0,0,0,0,0,1,0,1,0,1,0,1,0,0
30,210714,-82360,0,-170,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-749,204305,-89204,0,36,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-749,204305,-89204,0,36,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-693,198389,-72500,0,-15,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-693,198389,-72500,0,-15,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-302,195344,-91930,1015,-61,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-659,188848,-54433,0,-141,0,0,0,0,0,1,0,1,0,1,0,1,0,0
193,182787,-86217,0,-24,0,0,0,0,0,1,0,1,0,1,0,1,0,0
193,182787,-86217,0,-24,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-684,179655,-65772,0,-54,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-146,173884,-84187,-1015,-153,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-84,167330,-79576,0,-111,0,0,0,0,0,1,0,1,0,1,0,1,0,0
99,164140,-86014,2030,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
99,164140,-86014,2030,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-975,158282,-81867,0,-56,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-81,154367,-65134,-1015,32,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-81,154367,-65134,-1015,32,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-658,148045,-75458,0,-45,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-657,142042,-66932,0,-133,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-657,142042,-66932,0,-133,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-581,140012,-5684,-1015,-72,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-128,140012,0,0,-34,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-144,140012,0,0,-33,0,1,0,0,0,1,0,1,0,1,0,1,0,0
-144,140012,0,0,-33,0,1,0,0,0,1,0,1,0,1,0,1,0,0
-140,140012,0,0,-32,0,1,0,0,0,1,0,1,0,1,0,0,0,0
